center,left,right,steering,throttle,brake,speed
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_02_443.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_02_443.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_02_443.jpg,0,0.2574259,0,19.52402
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_02_515.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_02_515.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_02_515.jpg,0,0.3834004,0,19.3701
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_02_585.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_02_585.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_02_585.jpg,0,0.173446,0,19.46694
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_02_655.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_02_655.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_02_655.jpg,0,0.003044821,0,19.73779
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_02_727.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_02_727.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_02_727.jpg,0,0,0,19.5906
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_02_797.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_02_797.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_02_797.jpg,0,0,0,19.08136
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_02_867.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_02_867.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_02_867.jpg,0,0,0,18.90854
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_02_935.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_02_935.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_02_935.jpg,0,0,0,19.23135
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_006.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_006.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_006.jpg,0,0.1710874,0,19.12143
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_075.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_075.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_075.jpg,0,0.3372444,0,18.80592
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_145.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_145.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_145.jpg,0,0.3308871,0,19.07462
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_213.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_213.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_213.jpg,0,0.1260112,0,19.46737
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_283.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_283.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_283.jpg,0,0,0,19.37259
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_352.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_352.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_352.jpg,0,0,0,18.83814
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_421.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_421.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_421.jpg,0,0.08331378,0,18.69092
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_490.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_490.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_490.jpg,0,0.2922738,0,19.12992
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_559.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_559.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_559.jpg,0,0.4571425,0,18.93959
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_628.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_628.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_628.jpg,0,0.2086294,0,19.09199
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_695.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_695.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_695.jpg,0,0.04786848,0,19.42985
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_763.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_763.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_763.jpg,0,0,0,19.29454
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_831.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_831.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_831.jpg,0,0,0,18.75477
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_899.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_899.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_899.jpg,0.1,0,0,19.08237
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_03_968.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_03_968.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_03_968.jpg,0.2908124,0,0,18.88869
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_036.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_036.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_036.jpg,0.1236575,0,0,18.29343
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_117.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_117.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_117.jpg,0,0,0,18.1369
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_184.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_184.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_184.jpg,0,0,0,17.98068
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_264.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_264.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_264.jpg,0,0.04260148,0,17.83234
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_332.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_332.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_332.jpg,0,0.2457398,0,18.29934
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_399.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_399.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_399.jpg,0,0.4055218,0,17.99896
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_467.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_467.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_467.jpg,0,0.1611627,0,18.10821
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_533.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_533.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_533.jpg,0,0,0,18.50722
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_614.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_614.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_614.jpg,0.1,0,0,18.36307
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_681.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_681.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_681.jpg,0.3,0,0,18.16733
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_748.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_748.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_748.jpg,0.1573677,0,0,17.54325
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_827.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_827.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_827.jpg,0,0,0,17.39676
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_905.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_905.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_905.jpg,0,0,0,17.24744
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_04_972.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_04_972.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_04_972.jpg,0,0.1253025,0,17.68477
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_050.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_050.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_050.jpg,0,0.3154572,0,17.77197
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_129.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_129.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_129.jpg,0,0.07775766,0,17.8527
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_207.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_207.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_207.jpg,0,0,0,17.74683
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_284.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_284.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_284.jpg,0,0,0,17.60762
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_363.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_363.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_363.jpg,0,0,0,17.46844
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_442.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_442.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_442.jpg,0,0.1941878,0,17.37484
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_518.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_518.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_518.jpg,0,0.2373416,0,17
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_596.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_596.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_596.jpg,0.05,0,0,16.9302
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_674.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_674.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_674.jpg,0.25,0,0,16.77523
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_743.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_743.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_743.jpg,0.428973,0,0,16.5719
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_815.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_815.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_815.jpg,0.245152,0,0,16.98736
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_894.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_894.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_894.jpg,0,0,0,16.83899
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_05_968.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_05_968.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_05_968.jpg,0,0,0,16.7111
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_06_043.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_06_043.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_06_043.jpg,0,0.03669689,0,16.57791
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_06_115.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_06_115.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_06_115.jpg,0,0.2223715,0,16.02984
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_06_192.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_06_192.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_06_192.jpg,0,0.1868646,0,16.18307
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_46_06_264.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_46_06_264.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_46_06_264.jpg,0.1,0,0,16.11417
